project_id,process_type,project_title,lead_agency_harmonized,project_state,project_energy_type,duration_days,duration_years,outlier_type,suspect_error,suspect_reason,initiation_date,initiation_date_granularity,initiation_source_type,decision_date,decision_date_granularity,decision_source_type,initiation_evidence_text,decision_evidence_text
70cbfcd9-9903-6e4a-f842-5ddc4f958b92,CE,Irradiation Testing of Accident Tolerant Fuels (ATF) Revision 4,"[""Department of Energy""]","[""Idaho""]",Other,8327,22.8,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2020-03-02,day,metadata,"National Environmental Policy Act (NEPA) coverage for the transportation and disposal of waste to WIPP are found in Final Waste Management Programmatic Environmental Impact Statement [WM PEIS] (DOE/EIS-0200-F, May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-002",DOE CX Register determination date (cx-21417.0): 2020-03-02
d691456d-9d78-4584-6469-ac53e68f96fb,CE,Transient Reactor Test (TREAT) Facility Temperature Heat-sink Overpower Response (THOR) Module,"[""Department of Energy""]","[""Idaho""]",Other,8294,22.7,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2020-01-29,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in the Final Waste Management Programmatic Environmental Impact Statement [WM PEIS] (DOE/EIS-0200-F, May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-21319.0): 2020-01-29
64d94150-019a-6e2e-10fe-8f1c26b2e0b0,CE,Lhoist/Chemstar IDI-28433 Pipeline ROW Renewal,"[""Bureau of Land Management""]","[""Idaho""]",Fossil,8244,22.6,long,FALSE,plausibly real long process,1991-08-22,day,document_text,2014-03-18,day,api_adjudication,"BACK GROUND AND PROPOSED ACTION: On May 29, 2012, Chemstar Lime Company submitted an application (SF-299) to renew existing right-of-way IDI-28433 for a natural gas pipeline. Right-of-way grant IDI-28433 authorizes the construction, operation, maintenance, and termination of a natural gas pipeline. ","Pacioretty, Field Manager Date: 3/18/2014 Page 3 of 10 Extraordinary Circumstances Requiring Preparation of an EA or EIS (43 Code of Federal Regulations (CFR) 46.215) The action described in categorical exclusion # DOI-BLM-ID-I010-2012-0058-CX (IDI- 28433) has been reviewed to determine that none of"
9f089a36-bf4b-98c9-3a2b-2dd8dec4d58a,CE,Johnson/Holden Access Road Right-of-Way Assignment – MTM 94555,"[""Bureau of Land Management""]","[""Montana""]",Other,8054,22.1,long,FALSE,plausibly real long process,1985-08-15,month,document_text,2007-09-03,day,document_text,Projected Coordinate System: NAD 1983 Albers Geographic Coordinate System: GCS North American 1983 Datum: D North American 1983 0.3 Miles EXHIBIT B FORM 2800-14 (August 1985) MT-010 Billings Field Office UNITED STATES DEPARTMENT OF THE INTERIOR BUREAU OF LAND MANAGEMENT RIGHT-OF-WAY GRANT MTM-94555 ,"Johnson Revocable Trust Holder, Signature Vera-Beth Johnson Revocable Trust Authorized Officer Sept 3, 2007 9/11/07 Date Effective Date of Grant EXHIBIT B-1 EXHIBIT A STIPULATIONS MTM-94555 1."
7e60bb2b-0f86-92b3-2401-43448ed76929,CE,Advanced Fuels Campaign Fission Accelerated Steady-State Test (AFC-FAST),"[""Department of Energy""]","[""Idaho""]",Other,8050,22,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2019-05-30,day,metadata,"The Department has analyzed TRU waste management activities in the Final Waste Management Programmatic Environmental Impact Statement (WM PEIS) (DOE /EIS-200-F, May 1997).",DOE CX Register determination date (cx-20069.0): 2019-05-30
a2addc85-df5f-18ad-eed1-998217b210e6,CE,FCF Fuel Cycle Glovebox Actinide Sensor Development System,"[""Department of Energy""]","[""Idaho""]",Other,7973,21.8,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2019-03-14,day,metadata,"References: 10 CFR 1021, Appendix B to Subpart D item B3.6 ""Small-scale research and development, laboratory operations, and pilot projects"" Final Environmental Impact Statement for the Waste Isolation Pilot Plant (Department of Energy/Environmental Impact Statement [DOE/EIS]-0026, October 1980) and",DOE CX Register determination date (cx-19686.0): 2019-03-14
5395e444-391f-1e54-ec2d-07c6d1e20994,CE,Advanced Reactor Technologies TRISO Fuels - Safety Testing and PIE Revision 2,"[""Department of Energy""]","[""Idaho""]",Other,7922,21.7,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2019-01-22,day,metadata,"The Department has analyzed TRU waste management activities in the Final Waste Management Programmatic Environmental Impact Statement (WM PEIS) (DOE /EIS-200-F, May 1997).",DOE CX Register determination date (cx-19461.0): 2019-01-22
6fcfc476-25fd-0c0e-13c5-4ca392ce9921,CE,Crimson Resource Management Corp. ROW Assignment,"[""Bureau of Land Management""]","[""California""]",Fossil,7830,21.4,long,FALSE,plausibly real long process,1996-08-23,day,document_text,2018-01-30,day,document_text,"On August 23, 1996 Standard Pipe Line Company submitted a request to assign both cases to Crimson Resource Management.",DEPARTMENT OF THE INTERIOR BUREAU OF LAND MANAGEMENT BLM CENTRAL COAST FIELD OFFICE CATEGORICAL EXCLUSION ANALYSIS AND DECISION RECORD Date: 1/30/2018 PART I: Proposed Activity NEPA #: DOI-BLM-CA-C090-2018-0020-CX Lease/Serial/Case File No: CAS-035363 and CAS-036806 Description of Proposed Activity:
6267234d-963e-7ab6-e0fc-44a2b99405a1,CE,Pinenut Road #2 Right-Of-Way Grant,"[""Bureau of Land Management""]",[],Other,7827,21.4,long,FALSE,plausibly real long process,1993-03-22,day,document_text,2014-08-26,day,document_text,"Project Description: The BLM received a right-of-way application from Lawrence E. Layton proposing to operate and maintain an existing access road that connects his private residential parcel to Pinenut Road #2, Gardnerville, Nevada. The proposed right-of-way (ROW) is thirty (30) feet in width, four",Bretting ACTING FOR Leon Thomas Field Manager Sierra Front Field Office 8/26/2014 (date) Does this CX constitute the decision document for this Proposed Action?
5d035035-e0a4-2d76-fc12-79d1f51af503,CE,"Assignment to NPG Cable, LLC dba: Suddenlink","[""Bureau of Land Management""]","[""Arizona""]",Clean,7815,21.4,long,FALSE,plausibly real long process,1992-02-11,day,document_text,2013-07-05,day,document_text,"Description of Proposed Action: On April 2, 1974, a microwave station, power line and access road AZA 06736 was issued to American Television Cable Television Inc. east of Lake Havasu City proper on April 2, 1974. On February 11, 1992, AZA 06736 was assigned to NPG Cable, Inc. On August 26, 2011, NP","Approved By: /s/ Amanda M Dodson for K Liebhauser AUTHENTICATED Date: 7/5/13 Kimber Liebhauser Exhibits: 1) Map Field Manager, Lake Havasu Field Office 2) Stipulations ROW AZA 06736 Assignment DOI-BLM-AZ-C030-2013-0032-CX 4 Exhibit B ROW AZA 06736 - Stipulations 1."
199aac4c-9ae5-de89-fa01-3ba35bbbddc6,CE,Westinghouse U3Si2 Lead Test Rod Fuel Fabrication,"[""Department of Energy""]","[""Idaho""]",Other,7609,20.8,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2018-03-15,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in Final Waste Management Programmatic Environmental Impact Statement [WM PEIS] (DOE/EIS-0200-F, May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-17842.0): 2018-03-15
b910cb46-e988-d611-6113-c9f7b8aa29b2,CE,OROR 55749 Amendment,"[""Bureau of Land Management""]","[""Oregon""]",Clean,7538,20.6,long,FALSE,plausibly real long process,2000-09-01,day,document_text,2021-04-22,day,document_text,"Description: On August 12, 2020, the Bureau of Land Management (BLM) Deschutes Field Office received a right-of-way (ROW) amendment application from Central Electric Cooperative, Inc. (CEC) proposing an additional length of buried, electric distribution line (three-phase 12.5 kV) off of the existing","Responsible official: JEFFREY KITCHENS Digitally signed by JEFFREY KITCHENS Date: 2021.04.22 08:59:53 -07'00' Jeff Kitchens Date Field Manager, Deschutes Field Office Contact person For additional information concerning this review, contact: Michaela Rodriguez, Realty Specialist, Deschutes Field Off"
9c95e115-2169-732e-29db-b24542f8d37e,CE,"HCE Properties, LLLP Access Road Renewal","[""Bureau of Land Management""]","[""Colorado""]",Other,7472,20.5,long,FALSE,plausibly real long process,1995-10-31,day,document_text,2016-04-15,day,document_text,"Proposed Action: Project Components and General Schedule HCE Properties, LLLP (HCE) submitted an application for renewal of right-of-way (ROW) grant COC058543. This grant was originally issued to Ron and Terrel Chappell on October 31, 1995 for access to private property. On March 14, 2001 the ROW gr","Field Manager 4/15/16 Date DOI-BLM-N01-2016-0022-CX 7 DOI-BLM-N01-2016-0022-CX L13 L13 LI LI L12 L11 L10 22 LH L15 L13 Bureau of Land Management Little Snake Field Office COC058543 Sixth Principal Meridian, Colorado T."
dedccd6b-1b14-0db6-cd76-733cfea3fe7c,CE,Advancement of Technology to Remove Bond Sodium from Fermi-1 Blanket Material,"[""Department of Energy""]",[],Other,7345,20.1,long,FALSE,plausibly real long process,2000-07-15,month,document_text,2020-08-24,day,metadata,"The spent fuel inventory is described in a July 2000 Final Environmental Impact Statement (FEIS) (DOE/EIS-0306) for sodium-bonded fuels from EBR-II, Fermi-1, FFTF and from miscellaneous smaller sources."" Section 2.4 ""Throughput Limit"" of this Permit indicates that processing of sodium-bonded nuclear",DOE CX Register determination date (cx-22258.0): 2020-08-24
a5deef83-ea92-b63c-68a2-8a876fead29d,CE,Jerome County Recreation & Public Purpose Lease Renewal,"[""Bureau of Land Management""]",[],Other,7336,20.1,long,FALSE,plausibly real long process,2002-12-03,day,ground_truth_verified,2023-01-03,day,ground_truth_verified,BLM NEPA Register project start date: 2022-11-18,NA
29912b75-2bce-9c8e-910f-4aa34fd1386f,CE,Henspeter Right-of-way Renewal,"[""Bureau of Land Management""]","[""Alaska""]",Other,7281,19.9,long,FALSE,plausibly real long process,2000-02-15,month,document_text,2020-01-22,day,document_text,"Description of Proposed Action: Renewal of an existing right-of-way grant originally reviewed by Environmental Assessment AK-050-EA-00-001 in February 2000 to the same applicant who uses this grant to access his private property, Patent 50-69-0006, USS 4673, adjacent to public lands.",/s/ Marine Graham Marnie Graham Glennallen Field Manager 1/22/2020 Date DOI-BLM-AK-A020-2019-29-CX 3
1f452c52-6dab-cf6f-de32-0865f5f7e3e3,CE,Black Mountains Abandoned Mine Closures,"[""Bureau of Land Management""]",[],Other,7251,19.9,long,FALSE,plausibly real long process,1995-03-15,month,document_text,2015-01-20,day,document_text,"86) Date plan approved/amended: March 1995 This proposed action has been reviewed for conformance with these plans (43 CFR 1610.5-3, BLM Manual 1601.04.C.2).",Peck 1/20/2015 [x] Threatened and Endangered Plants and Animals /S/ Rebecca L.
4b94723a-c086-9e5f-b18e-3d9e937ea358,CE,"Communication Use Lease Amendment to N-43022 to remove existing generator, add new generator, additional 500-gallon propane tank, propane fuel lines and underground electrical distribution lines.","[""Bureau of Land Management""]","[""Nevada""]",Clean,7227,19.8,long,FALSE,plausibly real long process,1985-11-18,day,document_text,2005-09-01,day,api_adjudication,"Background NEPA NUMBER: DOI-BLM-NV-S010-2012-0104-CX On November 18, 1985, Nevada Power Company d/b/a, NV Energy, applied for a Communication Use Lease (Lease) for a Microwave and VHF radio facility at the Christmas Tree Pass Communications Site.","The holder shall construct, install, operate, and maintain their equipment in accordance with the Motorola R56 Standards (Release 68P81089E50-B, 9/1/2005, or later applicable version) and/or other applicable recognized industry standards, as determined by the Bureau of Land Management (BLM) Authoriz"
396e961b-27e2-495e-fb11-4b05f5508e71,CE,Advanced Reactor Technologies TRISO Fuels - Safety Testing and PIE Revision 1,"[""Department of Energy""]","[""Idaho""]",Other,7214,19.8,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2017-02-13,day,metadata,"The Department has analyzed TRU waste management activities in the Final Waste Management Programmatic Environmental Impact Statement (WM PEIS) (DOE /EIS-200-F, May 1997).",DOE CX Register determination date (cx-270311.0): 2017-02-13
42a4e2f7-0edb-663c-3fed-f8769f597b04,CE,Irradiation Testing of Accident Tolerant Fuels (ATF) in the Advanced Test Reactor (ATR) Water Loop Rev 1,"[""Department of Energy""]","[""Idaho""]",Other,7214,19.8,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2017-02-13,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-270312.0): 2017-02-13
d336cd73-d956-ca60-fba5-1b8a25168434,CE,Irradiation Testing of Accident Tolerant Fuels (ATF) in the Advanced Test Reactor (ATR) Water Loop Rev 1,"[""Department of Energy""]","[""Pennsylvania""]",Other,7208,19.7,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2017-02-07,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-16153.0): 2017-02-07
63c13adb-1c55-75dd-dc4d-ebf8ca1cfefa,CE,Advanced Reactor Technologies TRISO Fuels - Safety Testing and PIE Revision 1,"[""Department of Energy""]","[""Idaho""]",Other,7201,19.7,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2017-01-31,day,metadata,"The Department has analyzed TRU waste management activities in the Final Waste Management Programmatic Environmental Impact Statement (WM PEIS) (DOE /EIS-200-F, May 1997).",DOE CX Register determination date (cx-16154.0): 2017-01-31
44901629-f31c-ae86-3773-d3e57253b6b2,CE,Hanson/Miller Irrigation Line Right-of-Way Assignment – MTM 94177,"[""Bureau of Land Management""]","[""Montana""]",Other,7136,19.5,long,FALSE,plausibly real long process,1985-08-15,month,document_text,2005-02-27,day,document_text,S Projected Coordinate System: NAD 1983 Albers Geographic Coordinate System: GCS North American 1983 Datum: D North American 1983 0.15 Miles T 005 S T.006.S EXHIBIT B FORM 2800-14 (August 1985) 1.,"Hanson (Signature of Holder) Holder of Permit (Title) Feb 27, 2005 (Date) Eddie Bateson Eddie Bateson Acting Field Manager 3/2/2005 (Effective Date of Grant) Mrs."
a081b79e-d361-9cd9-cc2b-a76570a731d2,CE,Continued Development of LWR Fuel with Enhanced Accident Tolerance – AREVA Federal Services LLC,"[""Department of Energy""]","[""Washington""]",Other,7081,19.4,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-10-03,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-270275.0): 2016-10-03
2d6f39b8-8411-8eea-1ef4-950460d3e48f,CE,Accident Tolerant Fuel Program Extension - Westinghouse Electric Company LLC,"[""Department of Energy""]","[""Idaho""]",Other,7081,19.4,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-10-03,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-270276.0): 2016-10-03
a48134a8-5fba-d95d-46dd-50c8aa490f7b,CE,Transient Reactor Test Facility (TREAT) Low-Enriched Uranium (LEU) Fuel Conversion Project,"[""Department of Energy""]","[""Idaho""]",Other,7081,19.4,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-10-03,day,metadata,"National Environmental Protection Act (NEPA) coverage for the transportation and disposal of waste to WIPP are found in Final Waste Management Programmatic Environmental Impact Statement [WM PEIS] (DOE/EIS-0200-F, May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS",DOE CX Register determination date (cx-270281.0): 2016-10-03
984e43aa-f3d4-6162-10d8-e13c579e16d6,CE,Accident Tolerant Fuel Program Extension - Westinghouse Electric Company LLC,"[""Department of Energy""]","[""Idaho""]",Other,7075,19.4,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-09-27,day,document_text,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.","Is the project funded by the American Recovery and Reinvestment Act of 2009 (Recovery Act) [ ] Yes [ ] No Approved by Jack Depperschmidt, DOE-ID NEPA Compliance Officer on 09/27/2016"
50b61e24-90ab-52e2-a343-6f0d1056c2cf,CE,Accident Tolerant Fuel Program Extension - Westinghouse Electric Company LLC,"[""Department of Energy""]","[""Idaho""]",Other,7075,19.4,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-09-27,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-15992.0): 2016-09-27
c474c63f-a03a-86a8-3992-065e53b1c237,CE,Continued Development of LWR Fuel with Enhanced Accident Tolerance – AREVA Federal Services LLC,"[""Department of Energy""]","[""Washington""]",Other,7075,19.4,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-09-27,day,metadata,"NEPA coverage for the transportation and disposal of waste to WIPP are found in DOE/EIS-0200-F (May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE/EIS-0026-S-2, Sept.",DOE CX Register determination date (cx-15786.0): 2016-09-27
cc7f550c-cf48-2fa7-347d-c9a0203367e9,CE,Transient Reactor Test Facility (TREAT) Low-Enriched Uranium (LEU) Fuel Conversion Project,"[""Department of Energy""]","[""Idaho""]",Other,7060,19.3,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2016-09-12,day,metadata,"The National Environmental Protection Act (NEPA) coverage for the transportation and disposal of waste to WIPP are found in Final Waste Management Programmatic Environmental Impact Statement [WM PEIS] (DOE/EIS-0200-F, May 1997) and Waste Isolation Plant Disposal Phase Supplemental EIS (SEIS-II) (DOE",DOE CX Register determination date (cx-15781.0): 2016-09-12
0b91da9b-3a51-b428-640c-4613fe493840,CE,Extension of American Tower FLPMA Right-of-Way for Communication Facility on Call Mountain,"[""Bureau of Land Management""]","[""California""]",Clean,6939,19,long,FALSE,plausibly real long process,2003-01-01,day,document_text,2021-12-31,day,document_text,"Description of Proposed Activity: American Tower, Inc. has submitted an application to extend an existing FLPMA right-of-way for a period of 5 years for the communication facility on Call Mountain. T-Mobile has entered into an agreement with American Tower to become a tenant in the existing facility","The existing FLPMA right-of-way was issued to American Tower on 3/25/2011 with a 10 year term, expiring on December 31, 2021."
f3ed5864-71f8-9995-2658-a53d6a61b2c1,CE,Avista 13 kV Aerial Power Line Right-of-Way,"[""Bureau of Land Management""]","[""Washington""]",Clean,6919,18.9,long,FALSE,plausibly real long process,2000-10-15,month,document_text,2019-09-25,day,document_text,Avista first submitted a BLM Title V right-of-way application for the power line in October 2000.,Signature /s/ Lindsey Babcock Lindsey Babcock Field Manager 9/25/19 Date E.
c017862a-3765-9794-98f4-767a871df887,CE,BPA Sillusi Butte Passive Reflector ROW,"[""Bureau of Land Management""]","[""Washington""]",Other,6875,18.8,long,FALSE,plausibly real long process,2000-11-15,month,document_text,2019-09-12,day,document_text,"BPA initially submitted the proposal in November 2000, and completed initial coordination for the facility at that time, including cultural resource and botany inventories.",Signature /s/ Lindsey Babcock Lindsey Babcock Field Manager 9/12/2019 Date DOI-BLM-ORWA-W030-2019-0020-CX – BPA Sillusi Butte Passive Reflector ROW 4 E.
bcb0776e-9dbb-366f-4af1-e8002b0ba9fc,CE,Training Research Isotope (General Atomic) [TRIGA] Eutectics Evaluation,"[""Department of Energy""]","[""Idaho""]",Other,6803,18.6,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2015-12-30,day,document_text,"The Department has analyzed TRU waste management activities in the Final Waste Management Programmatic Environmental Impact Statement (WM PEIS) (DOE /EIS-200-F, May 1997).",DOE-ID NEPA CX DETERMINATION Idaho National Laboratory Page 1 of 2 CX Posting No.: DOE-ID-INL-15-002 SECTION A. Project Title: Training Research Isotope (General Atomic) [TRIGA] Eutectics Evaluation SECTION B. Project Description: Fuel element temperature is a safety parameter for TRIGA reactors. Hi
3d9d8f11-e4d8-6deb-d354-934325a31ec7,CE,WFIP2 Goldendale,"[""Department of Energy""]","[""Washington""]",Clean,6786,18.6,long,FALSE,plausibly real long process,1996-12-15,month,document_text,2015-07-15,day,metadata,"Littlewood: SUBJECT: NATIONAL ENVIRONMENTAL POLICY ACT (NEPA) DETERMINATION FOR ARGONNE NATIONAL LABORATORY (ARGONNE) The Argonne Site Office (ASO) has approved the following as a categorical exclusion (CX) under Appendix B (to 10 CFR Part 1021, Subpart D, Integrated DOE NEPA Implementing Procedures",DOE CX Register determination date (cx-13958.0): 2015-07-15
a9c7badb-7ce8-d0ac-3c94-f619529cafa0,CE,Power Line Testing on Circuit 56,"[""Department of Energy""]","[""Idaho""]",Clean,6652,18.2,long,FALSE,plausibly real long process,2003-04-15,month,document_text,2021-07-01,day,metadata,"References: 10 CFR 1021, Appendix B, B1.2 ""Training exercises and simulations"" and B3.6 ""Small-scale research and development, laboratory operations, and pilot projects."" Idaho National Engineering and Environmental Laboratory Wildland Management Environmental Assessment, DOE/EA-1372, April 2003.",DOE CX Register determination date (cx-24044.0): 2021-07-01
fce90848-0fb3-2759-ff98-418a11257828,CE,Qwest Renewal of Existing Buried/Overhead Telephone Line,"[""Bureau of Land Management""]","[""Wyoming""]",Other,6647,18.2,long,FALSE,plausibly real long process,2001-01-22,day,document_text,2019-04-05,day,document_text,"Description of Proposed Action: Qwest Corporation (Qwest) filed a right-of-way application for renewal of their existing right-of-way, WYW0323448. As WYW0323448 is a pre-FLPMA right-of-way, the right-of-way is being assigned the new number: WYW188899. The existing buried/overhead telephone line line","West, Field Manager: Date: 4/5/2019 INTERDISCIPLINARY TEAM CHECKLIST Project Name Qwest Renewal WYW188899 (Formerly WYW0323448) NEPA Numbe DOI-BLM-WY-R020-2019-0019-CX Assigned Case File Number WYW188899 Project Lead Leta Rinker RESOURCES AND ISSUES CONSIDERED (INCLUDES SUPPLEMENTAL AUTHORITIES APPE"
8fef707a-da23-6a44-c142-c78f4227adb0,CE,"NNSA National Security Campus Kansas City Plant - Catalyst Processing, NCR KCP14-05","[""Department of Energy""]","[""Kansas"", ""Missouri""]",Other,6534,17.9,long,FALSE,plausibly real long process,1996-09-15,month,document_text,2014-08-06,day,metadata,"Number and Title of the Categorical Exclusion Being Applied: (See text in 10 CFR 1021, Subpart D.) This activity falls within the scope of activities discussed for the Kansas City Plant in both the Final Programmatic Environmental Impact Statement for Stockpile Stewardship and Management of Septembe",DOE CX Register determination date (cx-12776.0): 2014-08-06
bff4e3f1-a795-cc7f-e3b6-41b180eb1b47,CE,Ceramic Sensor Experiments in the Analytical Laboratory,"[""Department of Energy""]","[""Idaho""]",Other,6487,17.8,long,FALSE,plausibly real long process,1997-05-15,month,document_text,2015-02-17,day,metadata,"References: 10 CFR 1021, Appendix B to Subpart D item B3.6 ""Small-scale research and development, laboratory operations, and pilot projects"" Final Environmental Impact Statement for the Waste Isolation Pilot Plant (WIPP) (DOE/Environmental Impact Statement [DOE/EIS]- 0026, October 1980) and Final Su",DOE CX Register determination date (cx-13465.0): 2015-02-17
aa1eb17b-9e39-c9ff-16c1-39431124e6c8,CE,"Site-wide Routine Maintenance Activities, 2020 Update","[""Department of Energy""]","[""New York""]",Other,6465,17.7,long,FALSE,plausibly real long process,2002-09-15,month,document_text,2020-05-28,day,metadata,"After solidification of liquid and sludge was completed in September 2002, the WVDP shifted its attention and resources to the remaining requirements of the WVDP Act, waste disposal and facility decontamination and decommissioning.",DOE CX Register determination date (cx-21822.0): 2020-05-28
9334ecb2-a4b2-b0b5-36c6-366f09303cf2,CE,Meadowood Belmont House Demolition,"[""Bureau of Land Management""]","[""Virginia""]",Other,6432,17.6,long,FALSE,plausibly real long process,2004-06-15,month,document_text,2022-01-24,day,document_text,"The proposed action is in conformance with the Meadowood SRMA Integrated Activity Management Plan/EA (IAMP) approved in June 2004 even though it is not specifically provided for, because it is clearly consistent with the following LUP decisions (objectives, terms, and conditions): Monitoring, ""BLM m","SIGNATURE STEPHANIE CARMAN Digitally signed by STEPHANIE CARMAN Date: 2022.01.24 14:55:17 -06'00' Authorized Officer: Date: Stephanie Carman District Manager Contact Person For additional information concerning this categorical exclusion review, please contact Zachary Reichold at (202) 568-1454 or a"
11e516bc-c6a3-2f65-4898-4ca0f237bcbf,CE,Renewal of Access Road ROW,"[""Bureau of Land Management""]","[""Colorado""]",Other,6373,17.4,long,FALSE,plausibly real long process,1997-08-05,day,document_text,2015-01-16,day,document_text,Proposed Action: Project Components and General Schedule Lenora M. Smuts submitted an application for renewal of right-of-way (ROW) COC58188. The application is being submitted as a requirement from Citywide Banks for an extension of the ROW term to accommodate a 30 year mortgage. The ROW grant for ,Wilts Field Manager 01/16/2015 Date DOI-BLM-N05-2015-0020-CX 5 Appendix A.
63318c43-aa96-ef33-f61e-5bb4de7f1df6,CE,Emerald Ash Borer Control,"[""Department of Energy""]","[""Illinois""]",Other,6351,17.4,long,FALSE,plausibly real long process,1996-12-15,month,document_text,2014-05-06,day,metadata,"Livengood: Enclosed is the ERF entitled ""Emerald Ash Borer Control."" Argonne National Laboratory has compared this activity with the requirements in10 CFR 1021, Subpart D, Integrated DOE NEPA Implementing Procedures, December 1996.",DOE CX Register determination date (cx-12188.0): 2014-05-06
e27401cf-6890-9ab6-7121-5f740f15b274,CE,Pole Barn Demolition and Removal,"[""Bureau of Land Management""]","[""Virginia""]",Other,6152,16.8,long,FALSE,plausibly real long process,2004-06-15,month,document_text,2021-04-19,day,document_text,"The proposed action is in conformance with the Meadowood SRMA Integrated Activity Management Plan/EA (IAMP) approved in June 2004 even though it is not specifically provided for, because it is clearly consistent with the following LUP decisions (objectives, terms, and conditions): Monitoring, “BLM m","Signature ZACHARY Digitally signed by ZACHARY REICHOLD REICHOLD Date: 2021.04.19 16:20:04 -04'00' Zachary Reichold, Manager Date Lower Potomac Field Station Contact For more information, contact Zachary Reichold (703) 339-8009 Appendix A."
3dc2530d-84be-891f-f1dc-61c73a9fcee5,CE,Harris Creek Allotment (#01151) Renewal,"[""Bureau of Land Management""]","[""Montana""]",Other,6096,16.7,long,FALSE,plausibly real long process,1999-07-15,month,document_text,2016-03-23,day,document_text,The allotment was assessed for and met Land Health Standards in July 1999.,3/23/16 date DEEDED LAND STATE LEASE BLM LAND 23 25 24 Area Manager 10 N Page 7 of 7
5f7352ec-6fb1-1530-41f6-b7776f29cdf4,CE,Kansas City Plant- Additive Manufacturing using EOSINT M280- NCR KCP12-03,"[""Department of Energy""]","[""Kansas""]",Other,5889,16.1,long,FALSE,plausibly real long process,1996-09-15,month,document_text,2012-10-30,day,metadata,"Number and Title of the Categorical Exclusion Being Applied: (See text in 10 CFR 1021, Subpart D.) This activity falls with the scope of activities discussed for the Kansas City Plant in both the Final Programmatic Environmental Impact Statement for Stockpile Stewardship and Management of September ",DOE CX Register determination date (cx-9420.0): 2012-10-30
5ecc1c2c-dff5-daba-869c-66b0ca18eb32,CE,Joe Bell Coulee Allotment Grazing Preference Transfer,"[""Bureau of Land Management""]","[""Montana""]",Other,5886,16.1,long,FALSE,plausibly real long process,2005-04-15,month,document_text,2021-05-27,day,document_text,This determination was made in the Whitewater Watershed Plan (April 2005) that the Joe Bell Coulee Allotment #05087 was meeting all Standards for Rangeland Health and was found to be in Proper Functioning Condition.,THOMAS DARRINGTON Digitally signed by THOMAS DARRINGTON Date: 2021.05.27 08:34:57 -06'00' Authorized Officer/Date 6|Page Joe Bell Coulee Grazing Allotment #05087 Map V P Coop 18 17 LU LU P 16 15 14 HANSON Joe Bell #5087 LU LU P R.
